Observation station,Station ID,Latitude (decimals),Longitude (decimals),Time from,Time to,Data creation time
Perämeri aaltopoiju,137228,64.68410,23.23800,2019-05-28T00:00:00.000Z,2020-09-14T23:59:59.000Z,2020-09-15T05:25:41.457Z
