Observation station,Station ID,Latitude (decimals),Longitude (decimals),Time from,Time to,Data creation time
Suomenlahti aaltopoiju,134221,59.96500,25.23500,2019-01-01T00:00:00.000Z,2020-09-14T23:59:59.000Z,2020-09-15T05:23:59.322Z
