Year,m,d,Time,Time zone,Direction of waves (deg),Wave height (m)
2019,4,28,19:00,UTC,138,0.3
2019,4,28,19:30,UTC,116,0.3
2019,4,28,20:00,UTC,127,0.3
2019,4,28,20:30,UTC,88,0.3
2019,4,28,21:00,UTC,117,0.3
2019,4,28,21:30,UTC,136,0.3
2019,4,28,22:00,UTC,113,0.2
2019,4,28,22:30,UTC,140,0.2
2019,4,28,23:00,UTC,134,0.2
2019,4,28,23:30,UTC,155,0.2
2019,4,29,00:00,UTC,140,0.2
2019,4,29,00:30,UTC,115,0.2
2019,4,29,01:00,UTC,136,0.2
2019,4,29,01:30,UTC,122,0.2
2019,4,29,02:00,UTC,100,0.2
2019,4,29,02:30,UTC,136,0.2
2019,4,29,03:00,UTC,119,0.2
2019,4,29,03:30,UTC,119,0.2
2019,4,29,04:00,UTC,134,0.2
2019,4,29,04:30,UTC,133,0.2
2019,4,29,05:00,UTC,113,0.2
2019,4,29,05:30,UTC,134,0.2
2019,4,29,06:00,UTC,160,0.2
2019,4,29,06:30,UTC,143,0.2
2019,4,29,07:00,UTC,99,0.2
2019,4,29,07:30,UTC,89,0.2
2019,4,29,08:00,UTC,92,0.2
2019,4,29,08:30,UTC,89,0.2
2019,4,29,09:00,UTC,96,0.2
2019,4,29,09:30,UTC,189,0.2
2019,4,29,10:00,UTC,106,0.2
2019,4,29,10:30,UTC,119,0.1
2019,4,29,11:00,UTC,169,0.1
2019,4,29,11:30,UTC,174,0.1
2019,4,29,12:00,UTC,99,0.1
2019,4,29,12:30,UTC,105,0.1
2019,4,29,13:00,UTC,115,0.1
2019,4,29,13:30,UTC,186,0.1
2019,4,29,14:00,UTC,102,0.1
2019,4,29,14:30,UTC,48,0.1
2019,4,29,15:00,UTC,110,0.1
2019,4,29,15:30,UTC,188,0.1
2019,4,29,16:00,UTC,140,0.2
2019,4,29,16:30,UTC,183,0.1
2019,4,29,17:00,UTC,109,0.1
2019,4,29,17:30,UTC,175,0.1
2019,4,29,18:00,UTC,162,0.1
2019,4,29,18:30,UTC,145,0.1
2019,4,29,19:00,UTC,148,0.1
2019,4,29,19:30,UTC,157,0.1
2019,4,29,20:00,UTC,110,0.1
2019,4,29,20:30,UTC,158,0.1
2019,4,29,21:00,UTC,220,0.1
2019,4,29,21:30,UTC,164,0.1
2019,4,29,22:00,UTC,169,0.1
2019,4,29,22:30,UTC,186,0.1
2019,4,29,23:00,UTC,152,0.1
2019,4,29,23:30,UTC,79,0.1
2019,4,30,00:00,UTC,147,0.1
2019,4,30,00:30,UTC,219,0.1
2019,4,30,01:00,UTC,182,0.1
2019,4,30,01:30,UTC,188,0.1
2019,4,30,02:00,UTC,192,0.1
2019,4,30,02:30,UTC,74,0.1
2019,4,30,03:00,UTC,84,0.1
2019,4,30,03:30,UTC,81,0.1
2019,4,30,04:00,UTC,210,0.1
2019,4,30,04:30,UTC,85,0.1
2019,4,30,05:00,UTC,178,0.1
2019,4,30,05:30,UTC,161,0.1
2019,4,30,06:00,UTC,140,0.1
2019,4,30,06:30,UTC,169,0.2
2019,4,30,07:00,UTC,205,0.2
2019,4,30,07:30,UTC,178,0.2
2019,4,30,08:00,UTC,195,0.1
2019,4,30,08:30,UTC,212,0.1
2019,4,30,09:00,UTC,93,0.1
2019,4,30,09:30,UTC,100,0.1
2019,4,30,10:00,UTC,203,0.2
2019,4,30,10:30,UTC,91,0.2
2019,4,30,11:00,UTC,99,0.2
2019,4,30,11:30,UTC,93,0.2
2019,4,30,12:00,UTC,93,0.2
2019,4,30,12:30,UTC,47,0.2
2019,4,30,13:00,UTC,82,0.1
2019,4,30,13:30,UTC,98,0.1
2019,4,30,14:00,UTC,100,0.1
2019,4,30,14:30,UTC,84,0.2
2019,4,30,15:00,UTC,127,0.1
2019,4,30,15:30,UTC,182,0.1
2019,4,30,16:00,UTC,85,0.1
2019,4,30,16:30,UTC,96,0.1
2019,4,30,17:00,UTC,109,0.1
2019,4,30,17:30,UTC,74,0.1
2019,4,30,18:00,UTC,179,0.1
2019,4,30,18:30,UTC,164,0.1
2019,4,30,19:00,UTC,168,0.1
2019,4,30,19:30,UTC,155,0.1
2019,4,30,20:00,UTC,193,0.1
2019,4,30,20:30,UTC,117,0.1
2019,4,30,21:00,UTC,129,0.1
2019,4,30,21:30,UTC,116,0.1
2019,4,30,22:00,UTC,126,0.1
2019,4,30,22:30,UTC,182,0.1
2019,4,30,23:00,UTC,185,0.1
2019,4,30,23:30,UTC,164,0.1
2019,5,1,00:00,UTC,175,0.1
2019,5,1,00:30,UTC,157,0.1
2019,5,1,01:00,UTC,182,0.1
2019,5,1,01:30,UTC,174,0.1
2019,5,1,02:00,UTC,179,0.1
2019,5,1,02:30,UTC,189,0.1
2019,5,1,03:00,UTC,169,0.1
2019,5,1,03:30,UTC,54,0.1
2019,5,1,04:00,UTC,167,0.1
2019,5,1,04:30,UTC,175,0.1
2019,5,1,05:00,UTC,181,0.1
2019,5,1,05:30,UTC,162,0.1
2019,5,1,06:00,UTC,147,0.1
2019,5,1,06:30,UTC,171,0.2
2019,5,1,07:00,UTC,199,0.1
2019,5,1,07:30,UTC,193,0.2
2019,5,1,08:00,UTC,206,0.1
2019,5,1,08:30,UTC,202,0.2
2019,5,1,09:00,UTC,200,0.2
2019,5,1,09:30,UTC,200,0.3
2019,5,1,10:00,UTC,196,0.3
2019,5,1,10:30,UTC,192,0.3
2019,5,1,11:00,UTC,199,0.3
2019,5,1,11:30,UTC,160,0.2
2019,5,1,12:00,UTC,47,0.2
2019,5,1,12:30,UTC,197,0.2
2019,5,1,13:00,UTC,202,0.2
2019,5,1,13:30,UTC,203,0.2
2019,5,1,14:00,UTC,200,0.2
2019,5,1,14:30,UTC,202,0.2
2019,5,1,15:00,UTC,205,0.2
2019,5,1,15:30,UTC,205,0.2
2019,5,1,16:00,UTC,209,0.2
2019,5,1,16:30,UTC,216,0.2
2019,5,1,17:00,UTC,217,0.3
2019,5,1,17:30,UTC,205,0.3
2019,5,1,18:00,UTC,216,0.4
2019,5,1,18:30,UTC,213,0.3
2019,5,1,19:00,UTC,216,0.3
2019,5,1,19:30,UTC,216,0.3
2019,5,1,20:00,UTC,207,0.3
2019,5,1,20:30,UTC,217,0.3
2019,5,1,21:00,UTC,221,0.3
2019,5,1,21:30,UTC,216,0.3
2019,5,1,22:00,UTC,214,0.3
2019,5,1,22:30,UTC,212,0.2
2019,5,1,23:00,UTC,205,0.2
2019,5,1,23:30,UTC,214,0.2
