Observation station,Station ID,Latitude (decimals),Longitude (decimals),Time from,Time to,Data creation time
Selkämeri aaltopoiju,134246,61.80010,20.23267,2019-01-01T00:00:00.000Z,2020-09-14T23:59:59.000Z,2020-09-15T05:26:56.554Z
