Observation station,Station ID,Latitude (decimals),Longitude (decimals),Time from,Time to,Data creation time
Pohjois-Itämeri aaltopoiju,134220,59.25000,20.99683,2019-01-01T00:00:00.000Z,2020-09-14T23:59:59.000Z,2020-09-15T05:20:21.122Z
